Wavelength (nm),Glass_n,Glass_k,ITO_n,ITO_k,ZnO_n,ZnO_k,PbSTBAI_n,PbSTBAI_k,PbSEDT_n,PbSEDT_k,Au_n,Au_k,Air_n,Air_k,,,,,,,,,,,,,,,,,,,,,,
1422,1.50423,0,0.27231,1.09022,1.93,0,2.50408,8.66E-14,2.26841,2.03E-08,0.48084,9.00725,1,0,,,,,,,,,,,,,,,,,,,,,,
1423,1.50422,0,0.27243,1.09302,1.93,0,2.50397,8.03E-14,2.2683,1.95E-08,0.48144,9.01259,1,0,,,,,,,,,,,,,,,,,,,,,,
1424,1.50422,0,0.27254,1.09581,1.93,0,2.50386,7.40E-14,2.26819,1.86E-08,0.48205,9.01794,1,0,,,,,,,,,,,,,,,,,,,,,,
1425,1.50422,0,0.27266,1.09861,1.93,0,2.50375,6.86E-14,2.26809,1.78E-08,0.48265,9.02328,1,0,,,,,,,,,,,,,,,,,,,,,,
1426,1.50421,0,0.27277,1.1014,1.93,0,2.50364,6.32E-14,2.26798,1.72E-08,0.48326,9.02863,1,0,,,,,,,,,,,,,,,,,,,,,,
1427,1.50421,0,0.27289,1.1042,1.93,0,2.50353,5.85E-14,2.26787,1.65E-08,0.48386,9.03397,1,0,,,,,,,,,,,,,,,,,,,,,,
1428,1.50421,0,0.27301,1.10695,1.93,0,2.50342,5.39E-14,2.26777,1.58E-08,0.48447,9.03932,1,0,,,,,,,,,,,,,,,,,,,,,,
1429,1.5042,0,0.27314,1.10969,1.93,0,2.50331,5.00E-14,2.26766,1.52E-08,0.48507,9.04466,1,0,,,,,,,,,,,,,,,,,,,,,,
1430,1.5042,0,0.27326,1.11244,1.93,0,2.5032,4.61E-14,2.26756,1.45E-08,0.48568,9.05001,1,0,,,,,,,,,,,,,,,,,,,,,,
1431,1.5042,0,0.27338,1.11518,1.93,0,2.5031,4.27E-14,2.26745,1.39E-08,0.48628,9.05535,1,0,,,,,,,,,,,,,,,,,,,,,,
1432,1.50419,0,0.27351,1.11793,1.93,0,2.50299,3.93E-14,2.26735,1.34E-08,0.48689,9.0607,1,0,,,,,,,,,,,,,,,,,,,,,,
1433,1.50419,0,0.27363,1.12067,1.93,0,2.50288,3.65E-14,2.26724,1.29E-08,0.48749,9.06604,1,0,,,,,,,,,,,,,,,,,,,,,,
1434,1.50419,0,0.27376,1.12333,1.93,0,2.50277,3.36E-14,2.26714,1.23E-08,0.4881,9.07138,1,0,,,,,,,,,,,,,,,,,,,,,,
1435,1.50418,0,0.27389,1.126,1.93,0,2.50266,3.11E-14,2.26703,1.18E-08,0.4887,9.07673,1,0,,,,,,,,,,,,,,,,,,,,,,
1436,1.50418,0,0.27402,1.12867,1.93,0,2.50256,2.87E-14,2.26693,1.13E-08,0.4893,9.08207,1,0,,,,,,,,,,,,,,,,,,,,,,
1437,1.50418,0,0.27415,1.13133,1.93,0,2.50245,2.66E-14,2.26682,1.09E-08,0.48991,9.08742,1,0,,,,,,,,,,,,,,,,,,,,,,
1438,1.50417,0,0.27428,1.134,1.93,0,2.50235,2.45E-14,2.26672,1.05E-08,0.49051,9.09276,1,0,,,,,,,,,,,,,,,,,,,,,,
1439,1.50417,0,0.27441,1.13666,1.93,0,2.50224,2.27E-14,2.26661,1.00E-08,0.49112,9.09811,1,0,,,,,,,,,,,,,,,,,,,,,,
1440,1.50417,0,0.27455,1.13931,1.93,0,2.50213,2.09E-14,2.26651,9.57E-09,0.49172,9.10345,1,0,,,,,,,,,,,,,,,,,,,,,,
1441,1.50416,0,0.27469,1.14195,1.93,0,2.50203,1.94E-14,2.26641,9.21E-09,0.49233,9.1088,1,0,,,,,,,,,,,,,,,,,,,,,,
1442,1.50416,0,0.27483,1.1446,1.93,0,2.50192,1.79E-14,2.26631,8.85E-09,0.49293,9.11414,1,0,,,,,,,,,,,,,,,,,,,,,,
1443,1.50416,0,0.27497,1.14724,1.93,0,2.50182,1.66E-14,2.2662,8.49E-09,0.49354,9.11949,1,0,,,,,,,,,,,,,,,,,,,,,,
1444,1.50415,0,0.27511,1.14988,1.93,0,2.50171,1.53E-14,2.2661,8.14E-09,0.49414,9.12483,1,0,,,,,,,,,,,,,,,,,,,,,,
1445,1.50415,0,0.27525,1.15252,1.93,0,2.50161,1.41E-14,2.266,7.78E-09,0.49475,9.13018,1,0,,,,,,,,,,,,,,,,,,,,,,
1446,1.50415,0,0.27539,1.15513,1.93,0,2.50151,1.30E-14,2.2659,7.49E-09,0.49535,9.13552,1,0,,,,,,,,,,,,,,,,,,,,,,
1447,1.50414,0,0.27553,1.15774,1.93,0,2.5014,1.21E-14,2.26579,7.19E-09,0.49596,9.14086,1,0,,,,,,,,,,,,,,,,,,,,,,
1448,1.50414,0,0.27568,1.16035,1.93,0,2.5013,1.11E-14,2.26569,6.90E-09,0.49656,9.14621,1,0,,,,,,,,,,,,,,,,,,,,,,
1449,1.50414,0,0.27582,1.16296,1.93,0,2.5012,1.03E-14,2.26559,6.61E-09,0.49717,9.15155,1,0,,,,,,,,,,,,,,,,,,,,,,
1450,1.50413,0,0.27596,1.16557,1.93,0,2.50109,9.50E-15,2.26549,6.32E-09,0.49777,9.1569,1,0,,,,,,,,,,,,,,,,,,,,,,
1451,1.50413,0,0.2761,1.16817,1.93,0,2.50099,8.81E-15,2.26539,6.09E-09,0.49837,9.16224,1,0,,,,,,,,,,,,,,,,,,,,,,
1452,1.50413,0,0.27625,1.17075,1.93,0,2.50089,8.12E-15,2.26529,5.85E-09,0.49898,9.16759,1,0,,,,,,,,,,,,,,,,,,,,,,
1453,1.50412,0,0.2764,1.17333,1.93,0,2.50079,7.52E-15,2.26519,5.61E-09,0.49958,9.17293,1,0,,,,,,,,,,,,,,,,,,,,,,
1454,1.50412,0,0.27655,1.1759,1.93,0,2.50068,6.93E-15,2.26509,5.38E-09,0.50019,9.17828,1,0,,,,,,,,,,,,,,,,,,,,,,
1455,1.50412,0,0.27669,1.17848,1.93,0,2.50058,6.43E-15,2.26499,5.14E-09,0.50079,9.18362,1,0,,,,,,,,,,,,,,,,,,,,,,
1456,1.50411,0,0.27684,1.18106,1.93,0,2.50048,5.92E-15,2.26489,4.95E-09,0.5014,9.18897,1,0,,,,,,,,,,,,,,,,,,,,,,
1457,1.50411,0,0.27699,1.18361,1.93,0,2.50038,5.49E-15,2.26479,4.75E-09,0.502,9.19431,1,0,,,,,,,,,,,,,,,,,,,,,,
1458,1.50411,0,0.27714,1.18614,1.93,0,2.50028,5.06E-15,2.26469,4.56E-09,0.50261,9.19966,1,0,,,,,,,,,,,,,,,,,,,,,,
1459,1.5041,0,0.27729,1.18866,1.93,0,2.50018,4.69E-15,2.26459,4.37E-09,0.50322,9.20546,1,0,,,,,,,,,,,,,,,,,,,,,,
1460,1.5041,0,0.27744,1.19119,1.93,0,2.50008,4.32E-15,2.26449,4.18E-09,0.50383,9.21212,1,0,,,,,,,,,,,,,,,,,,,,,,
1461,1.5041,0,0.27759,1.19371,1.93,0,2.49998,4.00E-15,2.26439,4.02E-09,0.50444,9.21877,1,0,,,,,,,,,,,,,,,,,,,,,,
1462,1.50409,0,0.27774,1.19624,1.93,0,2.49988,3.69E-15,2.26429,3.87E-09,0.50506,9.22543,1,0,,,,,,,,,,,,,,,,,,,,,,
1463,1.50409,0,0.2779,1.19874,1.93,0,2.49978,3.42E-15,2.2642,3.71E-09,0.50567,9.23209,1,0,,,,,,,,,,,,,,,,,,,,,,
1464,1.50409,0,0.27805,1.20121,1.93,0,2.49968,3.15E-15,2.2641,3.55E-09,0.50629,9.23875,1,0,,,,,,,,,,,,,,,,,,,,,,
1465,1.50408,0,0.2782,1.20369,1.93,0,2.49958,2.92E-15,2.264,3.40E-09,0.5069,9.2454,1,0,,,,,,,,,,,,,,,,,,,,,,
1466,1.50408,0,0.27835,1.20616,1.93,0,2.49949,2.69E-15,2.2639,3.27E-09,0.50752,9.25206,1,0,,,,,,,,,,,,,,,,,,,,,,
1467,1.50408,0,0.27851,1.20864,1.93,0,2.49939,2.50E-15,2.2638,3.14E-09,0.50813,9.25872,1,0,,,,,,,,,,,,,,,,,,,,,,
1468,1.50407,0,0.27866,1.21111,1.93,0,2.49929,2.30E-15,2.26371,3.02E-09,0.50874,9.26537,1,0,,,,,,,,,,,,,,,,,,,,,,
1469,1.50407,0,0.27881,1.21357,1.93,0,2.49919,2.13E-15,2.26361,2.89E-09,0.50936,9.27203,1,0,,,,,,,,,,,,,,,,,,,,,,
1470,1.50407,0,0.27897,1.21601,1.93,0,2.49909,1.97E-15,2.26351,2.76E-09,0.50997,9.27869,1,0,,,,,,,,,,,,,,,,,,,,,,
1471,1.50406,0,0.27912,1.21845,1.93,0,2.499,1.82E-15,2.26342,2.66E-09,0.51059,9.28535,1,0,,,,,,,,,,,,,,,,,,,,,,
1472,1.50406,0,0.27928,1.22089,1.93,0,2.4989,1.68E-15,2.26332,2.56E-09,0.5112,9.292,1,0,,,,,,,,,,,,,,,,,,,,,,
1473,1.50406,0,0.27943,1.22333,1.93,0,2.4988,1.56E-15,2.26322,2.45E-09,0.51182,9.29866,1,0,,,,,,,,,,,,,,,,,,,,,,
1474,1.50405,0,0.27958,1.22577,1.93,0,2.49871,1.43E-15,2.26313,2.35E-09,0.51243,9.30532,1,0,,,,,,,,,,,,,,,,,,,,,,
1475,1.50405,0,0.27974,1.22818,1.93,0,2.49861,1.33E-15,2.26303,2.25E-09,0.51304,9.31198,1,0,,,,,,,,,,,,,,,,,,,,,,
1476,1.50405,0,0.27989,1.23059,1.93,0,2.49852,1.23E-15,2.26294,2.16E-09,0.51366,9.31863,1,0,,,,,,,,,,,,,,,,,,,,,,
1477,1.50404,0,0.28004,1.233,1.93,0,2.49842,1.14E-15,2.26284,2.08E-09,0.51427,9.32529,1,0,,,,,,,,,,,,,,,,,,,,,,
1478,1.50404,0,0.28019,1.23541,1.93,0,2.49832,1.05E-15,2.26275,2.00E-09,0.51489,9.33195,1,0,,,,,,,,,,,,,,,,,,,,,,
1479,1.50404,0,0.28035,1.23781,1.93,0,2.49823,9.71E-16,2.26265,1.91E-09,0.5155,9.3386,1,0,,,,,,,,,,,,,,,,,,,,,,
1480,1.50403,0,0.2805,1.24022,1.93,0,2.49813,8.95E-16,2.26256,1.83E-09,0.51612,9.34526,1,0,,,,,,,,,,,,,,,,,,,,,,
1481,1.50403,0,0.28065,1.24259,1.93,0,2.49804,8.30E-16,2.26246,1.76E-09,0.51673,9.35192,1,0,,,,,,,,,,,,,,,,,,,,,,
1482,1.50403,0,0.2808,1.24494,1.93,0,2.49795,7.65E-16,2.26237,1.69E-09,0.51734,9.35858,1,0,,,,,,,,,,,,,,,,,,,,,,
1483,1.50402,0,0.28096,1.2473,1.93,0,2.49785,7.09E-16,2.26227,1.62E-09,0.51796,9.36523,1,0,,,,,,,,,,,,,,,,,,,,,,
1484,1.50402,0,0.28111,1.24965,1.93,0,2.49776,6.53E-16,2.26218,1.56E-09,0.51857,9.37189,1,0,,,,,,,,,,,,,,,,,,,,,,
1485,1.50402,0,0.28126,1.25201,1.93,0,2.49766,6.06E-16,2.26208,1.49E-09,0.51919,9.37855,1,0,,,,,,,,,,,,,,,,,,,,,,
1486,1.50401,0,0.28141,1.25437,1.93,0,2.49757,5.58E-16,2.26199,1.43E-09,0.5198,9.3852,1,0,,,,,,,,,,,,,,,,,,,,,,
1487,1.50401,0,0.28156,1.25669,1.93,0,2.49748,5.18E-16,2.2619,1.38E-09,0.52042,9.39186,1,0,,,,,,,,,,,,,,,,,,,,,,
1488,1.50401,0,0.28171,1.25901,1.93,0,2.49738,4.77E-16,2.2618,1.32E-09,0.52103,9.39852,1,0,,,,,,,,,,,,,,,,,,,,,,
1489,1.50401,0,0.28186,1.26133,1.93,0,2.49729,4.42E-16,2.26171,1.27E-09,0.52164,9.40518,1,0,,,,,,,,,,,,,,,,,,,,,,
1490,1.504,0,0.28201,1.26366,1.93,0,2.4972,4.08E-16,2.26162,1.21E-09,0.52226,9.41183,1,0,,,,,,,,,,,,,,,,,,,,,,
1491,1.504,0,0.28216,1.26598,1.93,0,2.49711,3.78E-16,2.26153,1.17E-09,0.52287,9.41849,1,0,,,,,,,,,,,,,,,,,,,,,,
1492,1.504,0,0.28231,1.2683,1.93,0,2.49702,3.49E-16,2.26143,1.12E-09,0.52349,9.42515,1,0,,,,,,,,,,,,,,,,,,,,,,
1493,1.50399,0,0.28246,1.27063,1.93,0,2.49692,3.23E-16,2.26134,1.08E-09,0.5241,9.4318,1,0,,,,,,,,,,,,,,,,,,,,,,
1494,1.50399,0,0.28261,1.27295,1.93,0,2.49683,2.98E-16,2.26125,1.03E-09,0.52472,9.43846,1,0,,,,,,,,,,,,,,,,,,,,,,
1495,1.50399,0,0.28276,1.27528,1.93,0,2.49674,2.76E-16,2.26116,9.85E-10,0.52533,9.44512,1,0,,,,,,,,,,,,,,,,,,,,,,
1496,1.50398,0,0.28291,1.27761,1.93,0,2.49665,2.55E-16,2.26106,9.48E-10,0.52594,9.45178,1,0,,,,,,,,,,,,,,,,,,,,,,
1497,1.50398,0,0.28306,1.27994,1.93,0,2.49656,2.36E-16,2.26097,9.12E-10,0.52656,9.45843,1,0,,,,,,,,,,,,,,,,,,,,,,
1498,1.50398,0,0.28321,1.28225,1.93,0,2.49647,2.18E-16,2.26088,8.75E-10,0.52717,9.46509,1,0,,,,,,,,,,,,,,,,,,,,,,
1499,1.50397,0,0.28335,1.28451,1.93,0,2.49638,2.02E-16,2.26079,8.38E-10,0.52779,9.47175,1,0,,,,,,,,,,,,,,,,,,,,,,
1500,1.50397,0,0.2835,1.28676,1.93,0,2.49629,1.86E-16,2.2607,8.02E-10,0.5284,9.47841,1,0,,,,,,,,,,,,,,,,,,,,,,
